order_id,customer_id,order_time,amount,currency,status,ingest_date
ojogzf3zz,c00165,2025-12-13T05:00:00+00:00,71.69,usd,PAID,2025-12-13
ooqelx8tj,c00104,2025-12-13T07:13:00+00:00,28.73,,,2025-12-13
opebvip0q,c00033,2025-12-13T03:40:00+00:00,26.19,,failed,2025-12-13
o5m2gp0oz,c00039,not-a-time,26.97,???,,2025-12-13
oi9461lll,c00064,2025-12-13T22:32:00+00:00,38.49,???,paid,2025-12-13
oi9461lll,c00064,2025-12-13T22:32:00+00:00,38.49,???,paid,2025-12-13
obz5ejqdq,c00184,2025-12-13T21:29:00+00:00,8.35,$,,2025-12-13
oxt3esip8,c00120,2025-12-13T14:14:00+00:00,84.5,,,2025-12-13
ogben1hub,c00180,2025-12-13T19:36:00+00:00,14.78,EUR,succeeded,2025-12-13
o7av8k24u,c00137,2025-12-13T18:41:00+00:00,,EUR,paid,2025-12-13
ofh7i6e1a,c00040,2025-12-13T07:52:00+00:00,17.81,€,paid,2025-12-13
ostfeudgb,c00163,2025-12-13T05:40:00+00:00,28.5,???,,2025-12-13
ow7ormok2,c00110,2025-12-13T20:28:00+00:00,54.94,USD,succeeded,2025-12-13
obrlm1148,c00185,2025-12-13T19:24:00+00:00,33.59,$,refunded,2025-12-13
ov25mw8gz,c00067,2025-12-13T14:15:00+00:00,30.34,USD,chargeback,2025-12-13
ocba3rq7x,c00113,2025-12-13T11:18:00+00:00,10.24,usd,failed,2025-12-13
opux436b3,c00141,2025-12-13T00:15:00+00:00,8.59,USD,failed,2025-12-13
osv9wzf5u,c00149,2025-12-13T08:10:00+00:00,-51.77,EUR,PAID,2025-12-13
ojw9b7ugp,c00114,2025-12-13T03:53:00+00:00,36.19,usd,succeeded,2025-12-13
ooa6n1i5c,c00098,2025-12-13T14:13:00+00:00,35.59,€,refunded,2025-12-13
otn55lwyf,c00178,2025-12-13T07:12:00+00:00,152.35,EUR,succeeded,2025-12-13
oyz5bfbs1,c00199,2025-12-13T09:16:00+00:00,60.36,€,,2025-12-13
