event_id,customer_id,event_time,event_type,platform,session_id,duration_ms,ingest_date
etjbhb2ud,c00082,2025-12-17 19:21:22,,web,su7tuqjk5,134503,2025-12-17
efkyovvdb,c00001,2025-12-17T17:47:43-05:00,paywall_view,AND,sdcdlnu7o,82264,2025-12-17
eavrz1ddf,c00025,2025-12-17T08:57:43-05:00,feature_use,ios,sgpl9k757,147427,2025-12-17
etiuh8gai,c00057,2025-12-17 13:00:36,,browser,sv27w2usz,41629,2025-12-17
ewhwjj6rf,c00073,2025-12-17 04:14:16,error,,s1w06tjfr,34705,2025-12-17
eib6pu5t4,c00010,2025-12-16T20:09:02-05:00,error,,sf165c0vf,18494,2025-12-17
ejuchkuko,c00028,2025-12-17 20:48:55,feature_use,android,smoi6b95q,47573,2025-12-17
een1o8ojb,c00038,2025-12-17T03:35:53-05:00,feature_use,ios,s033tvfpj,437080,2025-12-17
edmhw8a2f,c00016,2025-12-17 02:49:29,,,ssa39vmux,33366,2025-12-17
esx1rbise,c00100,2025-12-17T02:19:28-05:00,paywall_view,AND,ss9wtwh8q,77478,2025-12-17
eo8vwwoe9,c00042,2025-12-17 15:35:02,login,,s9t97dgzv,152970,2025-12-17
eku6wbhev,c00092,2025-12-17 13:26:26,paywall_view,browser,skue9zean,12435,2025-12-17
epalctn65,c00187,2025-12-17T18:57:25-05:00,error,ios,sjkgzhywk,33035,2025-12-17
eedfvqr0s,c00145,2025-12-17T11:50:24-05:00,paywall_view,iPhone,sbugiibx2,999999999,2025-12-17
e0bir9lau,unknown_c00199,2025-12-17 13:11:06,,browser,sqjnty658,217850,2025-12-17
e1asxoq8e,c00008,2025-12-17T15:15:40-05:00,,AND,smjezrk8m,2929,2025-12-17
er1lx6bhq,c00111,2025-12-17 10:19:02,FEATURE_USE,,s278y568j,350678,2025-12-17
ejs5hjvhc,c00066,2025-12-17T06:58:17-05:00,,,simry63c1,38373,2025-12-17
e444ret0q,c00183,2025-12-17T04:28:15-05:00,login,web,s99ib13gm,44611,2025-12-17
erafxhwpc,c00151,2025-12-17 12:24:25,,ios,sf3nwx3up,186337,2025-12-17
edn27zn13,c00172,2025-12-17 06:54:34,login,iPhone,sa7uc055i,40033,2025-12-17
ewc4skzjq,c00193,2025-12-17 18:44:01,feature_use,,sse79ekie,306001,2025-12-17
eo6uox21v,c00050,2025-12-17 20:38:26,Logout,android,snbjzfhwf,7178,2025-12-17
e7302l8rj,c00080,2025-12-17 20:29:23,paywall_view,web,s247ckgsv,156084,2025-12-17
ewy4o5jlx,c00175,2025-12-17 16:06:03,,ios,sv6k17719,83729,2025-12-17
