order_id,customer_id,order_time,amount,currency,status,ingest_date
ochhtr006,c00069,not-a-time,100.62,???,PAID,2025-12-15
o6iz3nhjm,c00111,2025-12-15T15:04:00+00:00,60.3,€,chargeback,2025-12-15
ogwefcd61,unknown_c00194,2025-12-15T11:13:00+00:00,24.62,USD,chargeback,2025-12-15
ogbhp51l4,c00007,2025-12-15T07:23:00+00:00,56.17,$,paid,2025-12-15
oq3fzmxd7,c00088,2025-12-15T04:39:00+00:00,99.64,$,,2025-12-15
ou1zj89cz,c00002,2025-12-15T20:57:00+00:00,37.98,,PAID,2025-12-15
o1k2lnp8p,c00182,not-a-time,28.72,usd,,2025-12-15
o8v4mp5ry,c00146,2025-12-15T13:23:00+00:00,12.68,???,refunded,2025-12-15
os24fmo6c,c00188,2025-12-15T10:53:00+00:00,47.98,EUR,paid,2025-12-15
owgbng4nv,c00184,2025-12-15T07:39:00+00:00,38.37,usd,chargeback,2025-12-15
orafw5y1d,c00101,2025-12-15T13:53:00+00:00,10.47,USD,refunded,2025-12-15
oqovhsgon,c00069,2025-12-15T18:30:00+00:00,23.18,USD,refunded,2025-12-15
or76d5d1j,c00191,2025-12-15T08:57:00+00:00,51.21,???,paid,2025-12-15
oqk21mnh7,c00119,2025-12-15T03:45:00+00:00,41.21,,refunded,2025-12-15
ogf97yhpe,c00183,2025-12-15T15:33:00+00:00,9.79,USD,,2025-12-15
ohvfbuq7i,c00105,2025-12-15T15:59:00+00:00,58.72,€,PAID,2025-12-15
o42kr7jp9,c00170,2025-12-15T01:10:00+00:00,42.6,,,2025-12-15
oi50kb2si,c00042,not-a-time,22.91,usd,paid,2025-12-15
o04t0a5i4,c00042,2025-12-15T21:21:00+00:00,-11.2,usd,PAID,2025-12-15
oa7cbuq0h,c00041,not-a-time,34.95,$,paid,2025-12-15
ohb86u5yy,c00039,2025-12-15T09:49:00+00:00,25.51,usd,paid,2025-12-15
otn3a9frj,c00173,2025-12-15T13:51:00+00:00,39.25,usd,refunded,2025-12-15
oyqmamjif,c00166,2025-12-15T17:42:00+00:00,32.24,USD,PAID,2025-12-15
odejl1lrj,c00008,2025-12-15T13:49:00+00:00,9.8,EUR,,2025-12-15
ophlrob4m,c00096,2025-12-15T14:04:00+00:00,21.04,usd,failed,2025-12-15
