event_id,customer_id,event_time,event_type,platform,session_id,duration_ms,ingest_date
e1up39v4s,c00104,2025-12-10T04:21:24-05:00,error,,szpz2ze3a,95101,2025-12-10
e18p34tcx,c00014,2025-12-10 14:41:42,login,,sh490iqy6,81712,2025-12-10
er3wq9330,c00049,2025-12-10T15:33:51-05:00,paywall_view,iPhone,sv35z8m0n,61787,2025-12-10
evzg0zsn3,c00105,2025-12-10T16:30:55-05:00,error,,,396825,2025-12-10
e0dyd6p94,c00107,2025-12-10T03:40:23-05:00,Logout,AND,,35859,2025-12-10
es936refw,c00147,2025-12-10 00:20:23,error,ios,sn1a1ixqc,41820,2025-12-10
eelvfgohw,c00064,2025-12-10 12:38:11,FEATURE_USE,,stpdv5q8l,44765,2025-12-10
e8y8p2mtn,c00150,2025-12-10T10:08:17-05:00,,android,ssbwloil4,135424,2025-12-10
erfltl9o7,c00095,2025-12-10 09:17:20,error,browser,sowjqmoa5,123652,2025-12-10
ewps44p1l,c00080,2025-12-10T08:38:53-05:00,error,web,shkgpyo3n,80351,2025-12-10
e6rexniaf,c00054,bad-ts,feature_use,android,slr9k9oel,14590,2025-12-10
e6rexniaf,c00054,bad-ts,feature_use,android,slr9k9oel,14590,2025-12-10
e4ejlpcsy,c00065,2025-12-10 21:59:36,login,android,s636ymw36,84726,2025-12-10
e4ejlpcsy,c00065,2025-12-10 21:59:36,login,android,s636ymw36,84726,2025-12-10
ejktuaqwl,c00114,2025-12-10 10:38:05,,,shps5lh1y,61205,2025-12-10
eh68f2ba8,c00008,2025-12-10 14:32:53,,iPhone,,8459,2025-12-10
e0rt413ww,c00064,2025-12-10 08:40:41,login,browser,swpzpzh4q,62640,2025-12-10
ea13riy5k,c00031,2025-12-10 13:20:23,FEATURE_USE,,sw0iomy1c,173469,2025-12-10
ea13riy5k,c00031,2025-12-10 13:20:23,FEATURE_USE,,sw0iomy1c,173469,2025-12-10
e3o19cw6v,c00103,2025-12-10 14:55:25,,,sgyfk1rj0,49387,2025-12-10
exq5q8d1x,c00159,2025-12-10 11:25:52,Logout,AND,sku2q4xvd,40426,2025-12-10
efznm6y5s,c00045,2025-12-10T13:06:18-05:00,Logout,iPhone,sx3xjx6y5,85802,2025-12-10
ecxpus6cg,c00148,2025-12-10 08:12:16,login,android,scqupglfb,45429,2025-12-10
es7a5l4fd,c00149,2025-12-10T16:54:17-05:00,paywall_view,iPhone,sszjd98k3,192293,2025-12-10
er4vesbvf,c00173,2025-12-10 07:37:34,login,ios,sya4uuqj2,118963,2025-12-10
ewq15llf1,c00121,2025-12-10T12:24:29-05:00,,,s4bs6xqot,10199,2025-12-10
e033hcs77,c00083,2025-12-10T05:51:05-05:00,Logout,,,83403,2025-12-10
e5eaoy97t,c00123,2025-12-10T07:23:14-05:00,FEATURE_USE,AND,s3iypmztp,81248,2025-12-10
eeiz2fjzn,c00089,2025-12-10 13:16:43,,,sq44dikd3,283623,2025-12-10
e1zl28i9c,c00089,2025-12-10T14:03:57-05:00,feature_use,web,,25209,2025-12-10
elljs1d3r,c00052,2025-12-10 08:24:07,login,,sprbrhrns,21045,2025-12-10
e5sxkg2ak,unknown_c00002,2025-12-10T03:21:22-05:00,error,web,so1drxap0,138252,2025-12-10
e2gagyt9z,c00197,2025-12-10T09:38:40-05:00,paywall_view,AND,sp0zqhnqo,46692,2025-12-10
ejkmljwj7,c00157,2025-12-10T03:43:03-05:00,error,android,s5855d2rx,50919,2025-12-10
ewz36ross,c00066,2025-12-10 11:11:59,feature_use,android,smqhv0476,440446,2025-12-10
e0d0l15f4,c00186,2025-12-10 21:10:18,FEATURE_USE,ios,sbtrka6mb,38664,2025-12-10
exvkbxv97,c00100,2025-12-10 22:13:15,,web,sgln5sdrd,2310,2025-12-10
e23z3867n,c00104,2025-12-10T04:20:43-05:00,Logout,AND,,193302,2025-12-10
en53ya7xu,c00014,2025-12-10T10:30:17-05:00,paywall_view,,sgus03mxy,66911,2025-12-10
e30lykmjn,c00013,2025-12-10 00:59:36,error,web,s0434wby3,468867,2025-12-10
elyjqy9sm,c00122,2025-12-10T08:24:12-05:00,login,browser,sm8dpe88u,121941,2025-12-10
e8bobuz5g,c00167,2025-12-10T10:44:56-05:00,,iPhone,smkyzrtza,236237,2025-12-10
e2gog4oqr,c00128,2025-12-10T15:36:50-05:00,FEATURE_USE,ios,snm6rkij9,139850,2025-12-10
ev51y44yx,c00082,2025-12-10 07:17:52,FEATURE_USE,iPhone,s25fieyxz,196346,2025-12-10
e1n01ojha,c00114,2025-12-10 09:42:34,error,browser,sy1m1x8jg,999999999,2025-12-10
e39pyip56,c00034,2025-12-10 16:13:53,FEATURE_USE,,s5ql4birn,180043,2025-12-10
exswtzta5,c00026,2025-12-10 12:53:16,FEATURE_USE,web,,164695,2025-12-10
eyqpdc6cf,c00138,2025-12-10T08:00:23-05:00,feature_use,AND,,104963,2025-12-10
end2zox9j,c00133,bad-ts,paywall_view,android,sd7e8ypa1,185739,2025-12-10
e12quxi90,c00003,2025-12-10T15:30:34-05:00,FEATURE_USE,AND,sdobhi8w4,3634,2025-12-10
erxr4mud5,c00029,2025-12-10T15:32:20-05:00,Logout,AND,,91574,2025-12-10
epzamlkzl,c00053,2025-12-10 15:20:35,feature_use,web,s7zupe1lj,14926,2025-12-10
eadycd1fw,c00088,2025-12-10 16:21:42,error,web,sld04k9l3,22921,2025-12-10
eclr5uf8i,c00134,2025-12-10 13:16:37,Logout,browser,se88m4yub,84468,2025-12-10
er5babtcb,c00141,2025-12-10 22:37:33,feature_use,android,s9gxkii89,169647,2025-12-10
eiwrcxfiy,c00192,2025-12-10 13:38:47,FEATURE_USE,web,srjluehga,114631,2025-12-10
ezvjup8gw,c00197,2025-12-10 08:14:45,error,iPhone,,182959,2025-12-10
eduqpf3jp,c00062,2025-12-10 07:00:26,feature_use,,sgxnwfv8b,355765,2025-12-10
ekf3ndc4p,c00179,2025-12-10 22:24:36,,ios,sjmdfe58j,25963,2025-12-10
e2vz15lvm,c00069,2025-12-10T07:18:17-05:00,error,android,,121249,2025-12-10
eoasgv7g6,c00063,2025-12-10 09:07:32,FEATURE_USE,,sxst8leew,42480,2025-12-10
ex2vo3p62,c00127,2025-12-10 08:16:58,error,browser,sdiosph97,155552,2025-12-10
ej3906qs0,c00112,2025-12-10T14:10:54-05:00,paywall_view,browser,s5a21r7df,128597,2025-12-10
ehhoh9h51,c00016,2025-12-10T03:02:18-05:00,login,web,,142444,2025-12-10
eslmrcd5w,c00078,2025-12-10 15:30:51,paywall_view,browser,sexs7fjd5,88254,2025-12-10
em5t6z5ef,c00078,2025-12-10 18:51:32,feature_use,,s0ibp5k6u,69944,2025-12-10
em1vlrm9v,c00079,2025-12-10 12:29:28,error,AND,,49214,2025-12-10
enqciqbhv,c00187,bad-ts,paywall_view,,,15174,2025-12-10
ehqpfzl67,c00058,2025-12-10 19:06:51,,web,sd4hmsfn0,59002,2025-12-10
eon8ut64a,c00088,bad-ts,login,ios,s6pvoebuu,163396,2025-12-10
e6t2y3t8y,c00154,2025-12-10T12:50:16-05:00,Logout,web,s6g3s4ue9,115278,2025-12-10
eajipjkuk,c00040,2025-12-10T02:32:45-05:00,FEATURE_USE,browser,srsq7k5pc,77671,2025-12-10
e7qoydb6y,c00016,2025-12-10T03:21:52-05:00,login,android,,9151,2025-12-10
egf6nbhzl,c00175,2025-12-10 00:04:45,error,iPhone,sji4nmfy4,369905,2025-12-10
eugkskh8n,c00185,2025-12-10T10:49:08-05:00,paywall_view,AND,ssgmm27dj,108445,2025-12-10
erylsug22,c00181,2025-12-10 12:37:21,Logout,,,3268,2025-12-10
erdn9giay,c00029,2025-12-10 15:29:45,login,,s9abbwcnn,111652,2025-12-10
ekeelkg1f,c00032,2025-12-10 07:39:17,,android,s3iaslhlx,116617,2025-12-10
eevrnp29w,c00169,2025-12-10 11:38:08,error,AND,syltnr459,84975,2025-12-10
evouxkd5l,c00012,2025-12-10T12:57:14-05:00,Logout,,s900pid6f,287623,2025-12-10
euh1o31g7,c00179,2025-12-10 13:33:47,feature_use,AND,sw7ux0l6f,61674,2025-12-10
eh8evd5eb,c00013,2025-12-10 09:28:14,login,,sht0arjsd,3019,2025-12-10
eln6d2dd3,c00075,2025-12-10T04:02:49-05:00,Logout,AND,sokeu7ve7,18395,2025-12-10
e5g834f7w,c00048,2025-12-10 17:42:29,feature_use,iPhone,,44715,2025-12-10
eqe2207t3,c00100,2025-12-10 13:02:55,,web,s1p9v6b73,57426,2025-12-10
eh6wiopn5,c00014,2025-12-10 11:29:09,FEATURE_USE,ios,sre8odk18,77745,2025-12-10
e7gp3qfq3,c00133,2025-12-10T12:18:19-05:00,FEATURE_USE,browser,,19406,2025-12-10
ef3vuaf93,c00124,2025-12-10T08:41:47-05:00,,,slqudvaxy,49779,2025-12-10
e4ctdnewj,c00140,2025-12-10 23:23:51,feature_use,,,170248,2025-12-10
ej68t1zd4,c00023,2025-12-10 08:26:16,login,AND,s29i6zh0p,271339,2025-12-10
