order_id,customer_id,order_time,amount,currency,status,ingest_date
ok6spd5vo,c00061,2025-12-10T20:36:00+00:00,28.54,USD,refunded,2025-12-10
onfxmfvrp,c00006,2025-12-10T00:45:00+00:00,22.57,USD,paid,2025-12-10
owys9nv9a,c00091,not-a-time,24.78,usd,,2025-12-10
ow6stnbr2,c00112,2025-12-10T21:15:00+00:00,34.76,,chargeback,2025-12-10
ohn5rjz5r,c00000,2025-12-10T15:36:00+00:00,43.41,$,refunded,2025-12-10
oijnk2dud,c00158,not-a-time,54.59,USD,succeeded,2025-12-10
ov8m7m4h5,c00162,2025-12-10T12:55:00+00:00,69.78,???,chargeback,2025-12-10
o0dzegl6m,c00013,2025-12-10T11:41:00+00:00,24.74,€,failed,2025-12-10
onyeieor8,c00125,2025-12-10T16:13:00+00:00,-8.92,€,failed,2025-12-10
oz7f0pkju,c00088,2025-12-10T03:52:00+00:00,110.39,???,refunded,2025-12-10
o9da3y2zb,c00089,2025-12-10T04:27:00+00:00,45.62,usd,paid,2025-12-10
olycl8xl2,c00060,2025-12-10T14:37:00+00:00,18.55,€,succeeded,2025-12-10
o770jjzwr,c00009,not-a-time,31.19,???,,2025-12-10
o2svkxouz,c00190,2025-12-10T17:57:00+00:00,11.38,$,succeeded,2025-12-10
o2svkxouz,c00190,2025-12-10T17:57:00+00:00,11.38,$,succeeded,2025-12-10
oduzvgn6p,c00195,2025-12-10T00:15:00+00:00,48.32,$,PAID,2025-12-10
ov44i4d7p,c00067,2025-12-10T08:13:00+00:00,15.15,USD,refunded,2025-12-10
o0ubqekic,c00146,2025-12-10T22:22:00+00:00,21.08,$,failed,2025-12-10
oxjwcnh8g,c00065,2025-12-10T00:33:00+00:00,12.46,usd,paid,2025-12-10
o4u5eybeh,c00025,2025-12-10T08:23:00+00:00,89.6,€,succeeded,2025-12-10
olbkl3r7v,c00076,not-a-time,5.97,,paid,2025-12-10
oq3xvcnbj,c00086,2025-12-10T15:38:00+00:00,59.48,USD,paid,2025-12-10
onsmpv4sk,c00010,2025-12-10T08:49:00+00:00,18.68,USD,refunded,2025-12-10
o41zn5poz,c00169,2025-12-10T17:30:00+00:00,48.34,usd,succeeded,2025-12-10
og8ie9d7w,c00147,2025-12-10T05:18:00+00:00,18.0,EUR,succeeded,2025-12-10
o8rtavmd9,c00044,2025-12-10T23:53:00+00:00,36.34,$,,2025-12-10
obvqbid2f,c00073,2025-12-10T07:49:00+00:00,58.23,EUR,failed,2025-12-10
o7o54ux5n,c00143,not-a-time,2.64,$,,2025-12-10
oz3y20u4q,c00152,2025-12-10T22:31:00+00:00,67.52,EUR,failed,2025-12-10
oie2cci9s,c00019,2025-12-10T09:31:00+00:00,38.19,€,PAID,2025-12-10
otq5id5kj,c00001,2025-12-10T02:49:00+00:00,35.4,$,PAID,2025-12-10
odt483lno,c00017,2025-12-10T16:13:00+00:00,116.39,$,refunded,2025-12-10
olwkrsrpq,c00163,not-a-time,69.89,EUR,,2025-12-10
oorr0iqve,unknown_c00177,not-a-time,68.12,€,paid,2025-12-10
o9khgfjf4,c00061,2025-12-10T18:20:00+00:00,53.1,USD,refunded,2025-12-10
obu1uq41m,c00157,2025-12-10T23:42:00+00:00,17.07,,failed,2025-12-10
odquq9rx2,c00034,2025-12-10T19:09:00+00:00,29.96,USD,paid,2025-12-10
o1mk7x1xv,c00074,not-a-time,23.3,???,chargeback,2025-12-10
oeaa2h31x,c00144,2025-12-10T13:03:00+00:00,58.97,EUR,,2025-12-10
oihv993wq,c00018,2025-12-10T13:09:00+00:00,42.16,USD,,2025-12-10
opxu9aemi,c00039,2025-12-10T19:19:00+00:00,26.64,$,failed,2025-12-10
odjwj7hns,c00027,2025-12-10T00:07:00+00:00,33.08,???,refunded,2025-12-10
o3a6p05ev,c00093,2025-12-10T13:53:00+00:00,72.64,,,2025-12-10
o5qd8v9zh,c00023,not-a-time,43.85,usd,PAID,2025-12-10
o8sia80cc,c00021,2025-12-10T22:16:00+00:00,37.28,???,,2025-12-10
ocgxvwv87,c00135,not-a-time,10.42,USD,paid,2025-12-10
oie82byk2,c00009,2025-12-10T17:09:00+00:00,40.75,€,,2025-12-10
o4ptp4epz,c00138,2025-12-10T07:49:00+00:00,23.63,€,paid,2025-12-10
