order_id,customer_id,order_time,amount,currency,status,ingest_date
ow47f8m6f,c00052,2025-12-19T03:13:00+00:00,56.14,USD,succeeded,2025-12-19
o5wbuht6t,c00159,2025-12-19T10:44:00+00:00,51.69,EUR,,2025-12-19
obcaov175,c00072,not-a-time,-5.44,EUR,paid,2025-12-19
otlqou5op,c00168,2025-12-19T04:50:00+00:00,19.79,USD,paid,2025-12-19
of7qzu4fb,c00191,2025-12-19T16:03:00+00:00,6.71,$,,2025-12-19
ortg4c2ia,c00057,2025-12-19T18:37:00+00:00,90.66,USD,PAID,2025-12-19
o1ida7cm6,c00085,2025-12-19T19:32:00+00:00,48.29,USD,chargeback,2025-12-19
okkjagwuk,c00007,2025-12-19T02:42:00+00:00,78.22,???,chargeback,2025-12-19
o1vgy0b5k,unknown_c00113,2025-12-19T20:56:00+00:00,88.09,EUR,refunded,2025-12-19
oavb1rjg1,c00078,2025-12-19T02:49:00+00:00,11.81,,refunded,2025-12-19
ow1sk8waa,c00079,2025-12-19T16:55:00+00:00,6.52,$,failed,2025-12-19
otzzna0ll,c00089,2025-12-19T18:53:00+00:00,75.74,USD,refunded,2025-12-19
oub7pcu9m,c00032,2025-12-19T00:39:00+00:00,38.82,EUR,succeeded,2025-12-19
ortve8in9,c00178,2025-12-19T22:58:00+00:00,61.23,USD,,2025-12-19
oaqmbledn,c00127,2025-12-19T00:31:00+00:00,28.12,,,2025-12-19
o6ura22h2,c00115,2025-12-19T01:56:00+00:00,18.11,usd,PAID,2025-12-19
ovexyzl94,c00185,2025-12-19T00:45:00+00:00,32.77,USD,paid,2025-12-19
omxm1263e,c00087,2025-12-19T17:36:00+00:00,9.93,€,chargeback,2025-12-19
oh98271rg,c00192,2025-12-19T12:04:00+00:00,49.8,USD,failed,2025-12-19
oqofit105,c00025,not-a-time,27.71,USD,PAID,2025-12-19
oetw41hwj,c00007,2025-12-19T17:18:00+00:00,24.15,usd,refunded,2025-12-19
o4gqvtu88,c00180,2025-12-19T03:36:00+00:00,92.01,usd,,2025-12-19
ov45f7qc8,c00029,not-a-time,46.57,,succeeded,2025-12-19
ow75vpgnz,c00050,2025-12-19T16:19:00+00:00,20.24,???,paid,2025-12-19
oa1aznegg,c00078,not-a-time,29.13,,chargeback,2025-12-19
omnzeatr1,c00034,not-a-time,15.63,USD,refunded,2025-12-19
o8vh3thp5,unknown_c00136,not-a-time,70.8,€,succeeded,2025-12-19
o97xtbwu0,c00157,not-a-time,16.14,€,paid,2025-12-19
olb1m68dj,c00006,2025-12-19T15:26:00+00:00,12.18,USD,refunded,2025-12-19
oysrnyrlj,c00123,2025-12-19T04:09:00+00:00,45.12,$,,2025-12-19
ookjjtkg0,c00067,2025-12-19T19:47:00+00:00,112.78,EUR,chargeback,2025-12-19
ogxnehzyu,c00189,2025-12-19T09:59:00+00:00,51.35,$,,2025-12-19
olgm58h94,c00167,2025-12-19T03:18:00+00:00,80.73,???,PAID,2025-12-19
o18kn9m5w,c00009,2025-12-19T11:21:00+00:00,3.87,EUR,refunded,2025-12-19
o9avdf3fh,c00104,2025-12-19T22:56:00+00:00,46.19,$,chargeback,2025-12-19
o7tgbn1el,c00081,2025-12-19T19:56:00+00:00,44.35,usd,refunded,2025-12-19
omfh8iuh2,c00193,not-a-time,45.47,,refunded,2025-12-19
ovh2l5uhz,c00026,2025-12-19T01:38:00+00:00,12.13,€,chargeback,2025-12-19
oqxt96azd,c00124,not-a-time,106.05,usd,failed,2025-12-19
o2q7k0gwz,c00023,2025-12-19T23:33:00+00:00,8.79,EUR,succeeded,2025-12-19
oel1kmzvv,c00062,2025-12-19T00:29:00+00:00,21.55,usd,failed,2025-12-19
o3r0mtmcx,c00024,2025-12-19T14:53:00+00:00,38.45,$,paid,2025-12-19
oo0pr3565,c00183,2025-12-19T04:51:00+00:00,32.68,$,succeeded,2025-12-19
oi561bvbr,c00106,not-a-time,67.55,usd,paid,2025-12-19
obfc343zy,c00101,2025-12-19T10:21:00+00:00,112.44,€,chargeback,2025-12-19
o0o0uitol,c00125,2025-12-19T09:25:00+00:00,31.51,???,succeeded,2025-12-19
ofn43jesn,c00048,2025-12-19T11:53:00+00:00,17.5,USD,,2025-12-19
o7m5i3hxk,c00029,2025-12-19T20:59:00+00:00,32.1,EUR,succeeded,2025-12-19
ot6v32yxf,c00184,not-a-time,122.91,USD,refunded,2025-12-19
o9vr7ybo8,c00183,2025-12-19T02:16:00+00:00,28.09,usd,chargeback,2025-12-19
o51egwnlb,c00098,not-a-time,25.77,EUR,paid,2025-12-19
o18twndg8,c00090,2025-12-19T13:51:00+00:00,49.38,EUR,failed,2025-12-19
o6s40hilp,c00145,2025-12-19T16:09:00+00:00,24.39,USD,paid,2025-12-19
orj0rdjar,c00163,not-a-time,63.35,$,chargeback,2025-12-19
oll8t0081,c00035,not-a-time,33.12,EUR,,2025-12-19
oh5hhkxrx,c00028,2025-12-19T00:36:00+00:00,18.68,$,refunded,2025-12-19
o15qe1xvk,c00135,2025-12-19T06:42:00+00:00,32.69,€,succeeded,2025-12-19
o7sqss4sm,c00158,not-a-time,2.48,€,,2025-12-19
o223j45je,c00086,2025-12-19T08:01:00+00:00,17.96,USD,succeeded,2025-12-19
oqmr1v1ng,c00127,2025-12-19T10:52:00+00:00,-25.33,USD,chargeback,2025-12-19
o9rs7e1p8,c00175,not-a-time,37.65,EUR,refunded,2025-12-19
o04d2gvo8,c00008,2025-12-19T21:10:00+00:00,35.13,???,refunded,2025-12-19
ogu0hs7un,c00089,2025-12-19T02:49:00+00:00,27.14,usd,PAID,2025-12-19
om1terr7q,c00008,2025-12-19T21:34:00+00:00,15.06,EUR,,2025-12-19
op0r9hlko,c00167,2025-12-19T15:08:00+00:00,18.06,,succeeded,2025-12-19
ov3mmvp50,c00166,2025-12-19T11:48:00+00:00,76.5,usd,paid,2025-12-19
ocpwmhavd,c00025,not-a-time,31.93,USD,,2025-12-19
ol0vy4xdn,c00124,2025-12-19T07:39:00+00:00,13.42,???,refunded,2025-12-19
ozem43g47,c00138,2025-12-19T05:35:00+00:00,16.68,???,failed,2025-12-19
offhb2fuw,c00130,not-a-time,91.37,EUR,PAID,2025-12-19
onudiczdw,c00164,2025-12-19T15:12:00+00:00,24.96,USD,refunded,2025-12-19
ogtmq3z1s,c00136,2025-12-19T03:08:00+00:00,11.15,,chargeback,2025-12-19
o082gi1bw,c00052,2025-12-19T02:41:00+00:00,49.81,$,paid,2025-12-19
op04h1l1t,c00111,2025-12-19T11:31:00+00:00,32.15,usd,succeeded,2025-12-19
om044d2vw,c00197,2025-12-19T11:45:00+00:00,76.6,USD,chargeback,2025-12-19
oll8cf2lm,c00135,2025-12-19T16:26:00+00:00,82.75,€,refunded,2025-12-19
o9jgm2wdt,c00146,2025-12-19T01:34:00+00:00,37.91,EUR,paid,2025-12-19
otclsz30u,c00122,2025-12-19T04:37:00+00:00,27.32,???,,2025-12-19
ox6awoi31,c00155,2025-12-19T12:45:00+00:00,42.23,usd,refunded,2025-12-19
o56lapw8t,c00018,2025-12-19T16:28:00+00:00,6.42,EUR,failed,2025-12-19
ottul3ztk,c00128,not-a-time,33.92,$,,2025-12-19
o8awggekm,c00032,2025-12-19T13:06:00+00:00,35.08,$,,2025-12-19
ouzik9xgm,c00119,not-a-time,41.62,$,,2025-12-19
