order_id,customer_id,order_time,amount,currency,status,ingest_date
ocx65drzt,c00169,2025-12-11T14:35:00+00:00,8.05,,chargeback,2025-12-11
o7wtk1y8d,c00151,2025-12-11T10:56:00+00:00,12.36,usd,refunded,2025-12-11
oaiwutd19,c00161,2025-12-11T11:30:00+00:00,43.91,EUR,refunded,2025-12-11
oisuv3b32,c00037,2025-12-11T10:55:00+00:00,23.11,usd,chargeback,2025-12-11
ohs203a03,c00171,2025-12-11T02:03:00+00:00,35.05,???,paid,2025-12-11
ochubzcll,c00089,2025-12-11T22:46:00+00:00,20.7,€,,2025-12-11
oehapifkm,c00184,not-a-time,35.94,$,,2025-12-11
ovs0qa24q,c00104,2025-12-11T15:37:00+00:00,18.66,USD,paid,2025-12-11
ojs32c74b,c00062,2025-12-11T06:59:00+00:00,21.49,usd,failed,2025-12-11
os8b9b6gl,c00112,2025-12-11T19:57:00+00:00,100.57,???,paid,2025-12-11
ou29cakss,c00120,2025-12-11T16:51:00+00:00,13.18,EUR,PAID,2025-12-11
o5hhuc4hk,c00141,2025-12-11T23:29:00+00:00,4.97,usd,paid,2025-12-11
oqmwez70h,c00154,2025-12-11T06:06:00+00:00,55.25,€,paid,2025-12-11
o13xosiq5,c00127,2025-12-11T00:08:00+00:00,45.32,EUR,chargeback,2025-12-11
o5b5ud6ag,c00163,2025-12-11T19:20:00+00:00,53.55,USD,refunded,2025-12-11
o4861kkop,c00195,2025-12-11T04:31:00+00:00,74.48,$,paid,2025-12-11
oz3jq6153,c00089,2025-12-11T21:22:00+00:00,66.16,USD,,2025-12-11
o2vcja3d8,c00112,not-a-time,25.96,USD,succeeded,2025-12-11
osduq7dth,c00108,not-a-time,58.54,USD,,2025-12-11
oqhb69tni,c00045,not-a-time,35.24,???,failed,2025-12-11
o14rucniy,c00020,2025-12-11T14:58:00+00:00,37.04,USD,,2025-12-11
ovx9ld0ek,c00046,2025-12-11T10:33:00+00:00,5.1,usd,,2025-12-11
of2ja6qtj,c00010,not-a-time,11.52,,failed,2025-12-11
of2ja6qtj,c00010,not-a-time,11.52,,failed,2025-12-11
oqlh51f46,c00040,2025-12-11T07:36:00+00:00,29.51,,refunded,2025-12-11
oqndr8f7n,c00102,2025-12-11T16:37:00+00:00,50.54,???,,2025-12-11
odw8hu8ad,c00136,2025-12-11T04:24:00+00:00,26.0,,succeeded,2025-12-11
ojubxr0zc,c00126,not-a-time,26.05,€,chargeback,2025-12-11
odab63qag,c00015,not-a-time,21.29,,refunded,2025-12-11
ok7eu11tg,c00013,2025-12-11T02:42:00+00:00,29.39,$,,2025-12-11
ohmdopmjq,c00136,2025-12-11T11:14:00+00:00,32.02,€,refunded,2025-12-11
owinz7b8s,unknown_c00096,2025-12-11T16:37:00+00:00,22.65,,failed,2025-12-11
omfrla8xn,unknown_c00175,2025-12-11T07:04:00+00:00,25.45,€,,2025-12-11
omfrla8xn,unknown_c00175,2025-12-11T07:04:00+00:00,25.45,€,,2025-12-11
oiemxxb73,c00136,not-a-time,37.02,USD,,2025-12-11
otuakdlv8,c00045,2025-12-11T16:14:00+00:00,0.91,$,,2025-12-11
ogunttmmh,c00143,2025-12-11T04:20:00+00:00,16.83,USD,PAID,2025-12-11
o5hi497kk,unknown_c00086,2025-12-11T19:35:00+00:00,74.38,€,,2025-12-11
ovk7pm1bc,c00100,2025-12-11T03:26:00+00:00,37.81,,succeeded,2025-12-11
o1exe1h5u,c00158,2025-12-11T18:34:00+00:00,60.31,usd,,2025-12-11
o0mt586t1,c00022,not-a-time,36.97,usd,,2025-12-11
oo7yxor0q,c00165,2025-12-11T22:08:00+00:00,,$,paid,2025-12-11
ojzx0lpm8,c00180,2025-12-11T13:42:00+00:00,48.58,,,2025-12-11
ovsee5rjn,c00052,2025-12-11T17:53:00+00:00,-17.85,$,chargeback,2025-12-11
ob8l3sb9m,c00050,2025-12-11T12:04:00+00:00,49.62,EUR,chargeback,2025-12-11
orlpyvcw1,c00183,not-a-time,11.2,usd,PAID,2025-12-11
o6u7d0r3x,c00191,not-a-time,50.54,USD,chargeback,2025-12-11
oe8tkael1,c00022,2025-12-11T05:30:00+00:00,12.56,$,paid,2025-12-11
otfquvl3c,c00187,2025-12-11T14:15:00+00:00,54.93,usd,failed,2025-12-11
o6rlixiha,c00079,2025-12-11T23:58:00+00:00,16.42,usd,failed,2025-12-11
ofuj9fako,c00033,2025-12-11T10:48:00+00:00,24.39,EUR,,2025-12-11
ox4lkonji,c00079,2025-12-11T04:53:00+00:00,17.39,$,PAID,2025-12-11
ox4lkonji,c00079,2025-12-11T04:53:00+00:00,17.39,$,PAID,2025-12-11
oxgholohu,c00108,2025-12-11T07:12:00+00:00,54.28,usd,PAID,2025-12-11
oxikftdmb,c00142,2025-12-11T12:54:00+00:00,20.69,,PAID,2025-12-11
ouhrgo2zi,c00106,2025-12-11T21:27:00+00:00,29.8,EUR,refunded,2025-12-11
o50qv9crk,c00141,2025-12-11T10:09:00+00:00,15.31,,succeeded,2025-12-11
o0carwfbe,c00127,2025-12-11T16:20:00+00:00,15.93,€,failed,2025-12-11
o43oxbsfc,c00098,2025-12-11T22:59:00+00:00,25.82,$,chargeback,2025-12-11
o29t748lk,c00050,2025-12-11T05:28:00+00:00,21.64,usd,,2025-12-11
odaii2nrz,c00023,2025-12-11T09:01:00+00:00,22.78,???,,2025-12-11
of31qnok7,c00126,2025-12-11T10:58:00+00:00,25.03,USD,chargeback,2025-12-11
of3gjjqh6,c00005,not-a-time,9.38,,,2025-12-11
owhcy06rn,c00090,2025-12-11T15:22:00+00:00,37.51,EUR,failed,2025-12-11
od4bdk1xl,c00028,2025-12-11T18:39:00+00:00,36.76,usd,refunded,2025-12-11
onj4dcsa5,c00100,not-a-time,12.86,usd,succeeded,2025-12-11
o81oojezt,c00012,2025-12-11T15:14:00+00:00,60.66,EUR,failed,2025-12-11
orkapsnj5,c00139,2025-12-11T18:58:00+00:00,30.49,USD,PAID,2025-12-11
oghbpsa95,c00082,2025-12-11T16:52:00+00:00,29.36,,PAID,2025-12-11
o5adux15o,c00040,2025-12-11T19:13:00+00:00,0.71,EUR,succeeded,2025-12-11
oy78e8t9f,c00007,2025-12-11T18:27:00+00:00,18.74,EUR,succeeded,2025-12-11
o4au1jbk7,c00007,2025-12-11T15:46:00+00:00,14.54,,chargeback,2025-12-11
oztgguwmd,c00130,2025-12-11T04:40:00+00:00,2.23,USD,succeeded,2025-12-11
ok8njan14,c00006,2025-12-11T16:24:00+00:00,41.64,???,chargeback,2025-12-11
our2407v6,c00158,2025-12-11T04:37:00+00:00,97.79,$,,2025-12-11
o4c4nie9n,c00101,2025-12-11T14:10:00+00:00,35.17,usd,refunded,2025-12-11
o0qlaiaj1,c00160,2025-12-11T18:05:00+00:00,35.16,$,refunded,2025-12-11
oih7s0o58,c00012,2025-12-11T17:43:00+00:00,12.16,€,succeeded,2025-12-11
op8xr5rhx,c00087,not-a-time,45.16,,refunded,2025-12-11
o3kyz5h12,c00099,2025-12-11T01:03:00+00:00,9.08,usd,failed,2025-12-11
otd4jdlr5,c00182,not-a-time,,???,,2025-12-11
odckyc1sj,c00025,not-a-time,19.93,???,,2025-12-11
o4wfmn0xq,c00025,2025-12-11T23:28:00+00:00,27.73,EUR,PAID,2025-12-11
o2wntrx84,c00127,2025-12-11T22:51:00+00:00,62.14,usd,refunded,2025-12-11
ot9tiwzc4,c00097,2025-12-11T06:13:00+00:00,27.0,EUR,succeeded,2025-12-11
opiol6w7a,c00157,2025-12-11T23:26:00+00:00,19.58,€,failed,2025-12-11
o0uuk90fe,c00141,2025-12-11T23:34:00+00:00,15.38,$,chargeback,2025-12-11
ohzz1kli0,c00149,2025-12-11T14:33:00+00:00,18.48,,PAID,2025-12-11
og03sanxe,c00003,2025-12-11T02:37:00+00:00,46.19,EUR,,2025-12-11
ogcv8e1hd,c00056,2025-12-11T10:59:00+00:00,8.94,$,refunded,2025-12-11
oz89m6c5z,c00068,not-a-time,31.06,€,succeeded,2025-12-11
ozvj5nnx6,c00034,2025-12-11T23:32:00+00:00,7.31,EUR,paid,2025-12-11
og6crku5w,c00158,2025-12-11T09:59:00+00:00,54.36,USD,paid,2025-12-11
ouf89yvwt,c00050,2025-12-11T23:35:00+00:00,57.26,$,refunded,2025-12-11
oces9asge,c00194,2025-12-11T00:34:00+00:00,116.43,???,,2025-12-11
oyxowrtsa,c00021,2025-12-11T05:09:00+00:00,10.93,,failed,2025-12-11
oq5sq81v4,c00068,2025-12-11T23:55:00+00:00,34.05,???,,2025-12-11
