order_id,customer_id,order_time,amount,currency,status,ingest_date
oms3299fx,c00198,2025-12-18T00:18:00+00:00,73.24,USD,failed,2025-12-18
o9u8hucvk,c00110,2025-12-18T11:51:00+00:00,41.09,USD,refunded,2025-12-18
o118oaspp,c00006,not-a-time,52.9,USD,,2025-12-18
owvupq7v4,c00081,2025-12-18T20:37:00+00:00,11.73,???,failed,2025-12-18
oyqrpa33x,c00193,2025-12-18T23:02:00+00:00,86.9,usd,chargeback,2025-12-18
oq3zp9bnb,c00061,2025-12-18T22:56:00+00:00,46.96,€,failed,2025-12-18
ov489xdsm,c00185,2025-12-18T00:28:00+00:00,88.5,€,,2025-12-18
o3jq3wtrr,c00198,not-a-time,7.79,???,succeeded,2025-12-18
oh0v1uwqe,c00029,2025-12-18T13:45:00+00:00,34.52,,paid,2025-12-18
ohe381fif,c00135,2025-12-18T23:40:00+00:00,18.23,$,succeeded,2025-12-18
ou2tf9y0z,c00186,2025-12-18T05:56:00+00:00,61.11,$,succeeded,2025-12-18
obqrnu1d9,c00171,2025-12-18T20:48:00+00:00,47.82,usd,,2025-12-18
o9ma6zig0,c00061,2025-12-18T05:24:00+00:00,6.19,,succeeded,2025-12-18
opdn8hwb5,c00053,2025-12-18T03:09:00+00:00,115.25,usd,paid,2025-12-18
o0hhi05h7,c00051,2025-12-18T05:24:00+00:00,14.09,USD,failed,2025-12-18
oao0ddjkh,c00014,2025-12-18T02:42:00+00:00,26.6,EUR,refunded,2025-12-18
obtk308ip,c00105,2025-12-18T20:41:00+00:00,32.85,EUR,PAID,2025-12-18
o7y59qhxr,c00071,2025-12-18T13:57:00+00:00,79.53,???,,2025-12-18
o1bohrtwv,c00049,not-a-time,98.45,usd,,2025-12-18
o3uhnen5v,c00002,2025-12-18T01:06:00+00:00,157.86,€,paid,2025-12-18
oe8suftcs,c00125,2025-12-18T09:19:00+00:00,49.18,€,paid,2025-12-18
o5c5bd1x1,c00137,not-a-time,66.89,€,,2025-12-18
oemded81n,c00121,2025-12-18T08:46:00+00:00,,$,,2025-12-18
ob70wmmq9,c00034,not-a-time,19.32,EUR,,2025-12-18
odkm8hd3h,c00188,not-a-time,19.09,,,2025-12-18
oscoay42u,c00069,2025-12-18T07:03:00+00:00,43.53,EUR,PAID,2025-12-18
o8w949ksn,c00092,2025-12-18T01:01:00+00:00,4.44,,paid,2025-12-18
ofpwr31z6,c00050,not-a-time,21.04,???,,2025-12-18
okxp0cw5u,c00081,2025-12-18T11:33:00+00:00,123.25,,PAID,2025-12-18
o1vthdfxr,c00104,2025-12-18T00:29:00+00:00,10.22,EUR,PAID,2025-12-18
oibp4xwws,c00124,2025-12-18T12:40:00+00:00,7.31,???,,2025-12-18
ow2birctc,c00141,not-a-time,31.62,$,failed,2025-12-18
ofnf723b8,c00169,2025-12-18T07:56:00+00:00,10.1,EUR,chargeback,2025-12-18
oxxrjyaih,c00163,2025-12-18T09:15:00+00:00,39.92,€,chargeback,2025-12-18
ovi9pwx4k,c00126,2025-12-18T08:40:00+00:00,68.98,USD,failed,2025-12-18
o7erxnbs2,unknown_c00064,2025-12-18T15:58:00+00:00,111.4,???,succeeded,2025-12-18
ospo4svg7,c00197,2025-12-18T22:30:00+00:00,45.56,,,2025-12-18
o0loaey8m,c00155,2025-12-18T11:58:00+00:00,11.77,,,2025-12-18
otz46npv5,c00127,2025-12-18T19:07:00+00:00,27.36,???,succeeded,2025-12-18
o28rix0xq,c00122,2025-12-18T07:06:00+00:00,20.52,usd,succeeded,2025-12-18
o9k90mmkt,c00025,2025-12-18T03:07:00+00:00,23.13,,refunded,2025-12-18
or1n9856g,c00131,not-a-time,21.56,,refunded,2025-12-18
op8awwuac,c00128,not-a-time,23.46,€,,2025-12-18
o0qs9nu9m,unknown_c00143,2025-12-18T16:35:00+00:00,69.14,EUR,failed,2025-12-18
os71xfhd0,c00039,2025-12-18T00:26:00+00:00,9.08,usd,chargeback,2025-12-18
otg982on7,c00014,2025-12-18T07:41:00+00:00,54.66,???,refunded,2025-12-18
oy28hv86z,c00008,2025-12-18T17:52:00+00:00,,EUR,,2025-12-18
o5zf54w5e,c00039,2025-12-18T23:07:00+00:00,48.89,???,PAID,2025-12-18
ooga1qk3q,c00077,2025-12-18T23:53:00+00:00,46.69,EUR,refunded,2025-12-18
o8lk2mc60,c00136,2025-12-18T00:09:00+00:00,12.91,,PAID,2025-12-18
oy0vgdkjb,c00009,2025-12-18T19:23:00+00:00,38.03,,PAID,2025-12-18
oxwtbeql2,c00059,2025-12-18T15:25:00+00:00,30.36,usd,,2025-12-18
ot7z3kvwp,c00076,not-a-time,65.37,usd,failed,2025-12-18
ohofatdn8,c00166,2025-12-18T00:03:00+00:00,66.61,EUR,chargeback,2025-12-18
ob3kgepyx,c00121,2025-12-18T16:33:00+00:00,42.98,€,paid,2025-12-18
oklfunbj3,c00074,not-a-time,17.5,$,succeeded,2025-12-18
ojl40ej62,c00143,2025-12-18T05:23:00+00:00,79.07,EUR,chargeback,2025-12-18
os34yaye5,c00139,2025-12-18T06:10:00+00:00,32.83,$,succeeded,2025-12-18
oo1q2hfny,c00059,not-a-time,73.3,,,2025-12-18
ozys4ed2d,c00169,2025-12-18T22:21:00+00:00,56.99,USD,failed,2025-12-18
ocshy0ihh,c00001,2025-12-18T06:01:00+00:00,12.01,usd,failed,2025-12-18
ozim6mouc,c00193,2025-12-18T15:30:00+00:00,-22.09,usd,chargeback,2025-12-18
oidz34gnr,c00086,2025-12-18T04:45:00+00:00,,EUR,,2025-12-18
o2n8rdfpk,c00120,2025-12-18T22:52:00+00:00,32.64,EUR,paid,2025-12-18
og3lv2jkm,c00055,2025-12-18T03:38:00+00:00,30.48,,refunded,2025-12-18
o5rwow1yh,unknown_c00031,not-a-time,32.68,$,paid,2025-12-18
o0uwq26cz,c00196,2025-12-18T18:36:00+00:00,81.36,,succeeded,2025-12-18
odsk7vpru,c00008,not-a-time,29.64,EUR,,2025-12-18
okn31podu,c00162,not-a-time,35.44,???,failed,2025-12-18
o0qw04oxn,c00092,2025-12-18T08:56:00+00:00,53.6,???,failed,2025-12-18
oxrg7mo1d,c00191,2025-12-18T14:07:00+00:00,47.28,USD,refunded,2025-12-18
o5364tdxb,c00131,not-a-time,77.15,???,paid,2025-12-18
