event_id,customer_id,event_time,event_type,platform,session_id,duration_ms,ingest_date
eh7l8axqm,c00064,2025-12-18 18:23:25,paywall_view,android,su61oxud7,60397,2025-12-18
eg5eqpj5h,c00042,bad-ts,,ios,s5d3a9eat,314472,2025-12-18
evfbg2saj,c00133,2025-12-18 23:31:42,login,ios,s5zy7rrqz,51832,2025-12-18
ee0lfcc2e,c00092,2025-12-18 18:23:30,login,,,8769,2025-12-18
e303ye1vx,c00185,2025-12-17T20:27:04-05:00,Logout,,spyb8rdhq,103361,2025-12-18
etweirlyf,c00156,2025-12-18 10:56:58,,ios,s9zz01b50,28110,2025-12-18
eb2le1712,c00060,2025-12-18 04:43:23,,AND,snajxlvs2,42248,2025-12-18
egicxmkvr,c00151,2025-12-18T06:17:57-05:00,,android,se72a3h04,99969,2025-12-18
e676se2le,c00126,2025-12-18 22:03:44,Logout,browser,sdtnydrb2,157101,2025-12-18
e0h622xof,c00151,2025-12-18T09:25:40-05:00,login,web,sjkb7gl3j,56506,2025-12-18
e9eqahsfz,c00115,2025-12-18T00:22:30-05:00,,browser,,271768,2025-12-18
ehewnwifr,c00106,2025-12-18 13:40:17,login,android,s3s0i88gg,179448,2025-12-18
e1byxnp5b,c00198,2025-12-18 09:41:04,Logout,iPhone,sai3m9mqb,156760,2025-12-18
ejuolfe1m,c00042,2025-12-18 01:23:45,error,browser,s3fyt77tn,71328,2025-12-18
e2vmib0lh,c00151,2025-12-17T19:38:02-05:00,FEATURE_USE,browser,supstuqm5,69395,2025-12-18
e2vmib0lh,c00151,2025-12-17T19:38:02-05:00,FEATURE_USE,browser,supstuqm5,69395,2025-12-18
ep3olzd96,c00129,2025-12-18T08:58:44-05:00,Logout,,sa8eeruuq,76470,2025-12-18
e7acsmpaf,c00095,2025-12-18 01:21:16,error,,sezmndwuz,101651,2025-12-18
erunauuvb,c00071,2025-12-18T00:30:44-05:00,,android,s3b4ywqvq,96318,2025-12-18
edlswgvul,c00165,2025-12-18T17:11:31-05:00,,android,s86ggc4yd,116353,2025-12-18
ev3nyrb25,c00172,2025-12-18T15:52:55-05:00,error,,s70ltqdpg,348001,2025-12-18
e4o6ux7rj,c00060,2025-12-18 01:24:10,,android,sp7mz0kvm,334737,2025-12-18
ei5tsxk11,c00147,2025-12-18 00:09:07,,browser,ssistve7l,44213,2025-12-18
e8r1jch6c,c00159,2025-12-18 06:49:52,login,web,sfl4jhzyr,1438,2025-12-18
eq2ouvt69,c00082,2025-12-18 08:13:14,Logout,web,sxqlbxmde,19329,2025-12-18
ek58laf1w,c00134,2025-12-18 19:16:45,paywall_view,android,s9jo8uyj5,240561,2025-12-18
ei1lfm14j,c00178,2025-12-18 19:47:45,paywall_view,,,136557,2025-12-18
edlk1jn74,c00005,2025-12-18 22:55:06,Logout,,,36952,2025-12-18
ezbmrg5jc,c00173,2025-12-18 23:20:35,error,iPhone,scznzy0nq,84891,2025-12-18
ew72esp3s,c00168,2025-12-18T01:10:36-05:00,error,iPhone,s5mihtpnt,14260,2025-12-18
ed3tw18o8,c00086,2025-12-18 19:30:11,,AND,s3h70mheo,50150,2025-12-18
ezqxs7wad,c00020,2025-12-18T09:50:31-05:00,feature_use,,ssg7hcpu2,13474,2025-12-18
encmnraif,c00070,2025-12-18 14:32:37,paywall_view,,sgf3hp5rt,9351,2025-12-18
e72ohekj8,c00037,2025-12-18T15:52:58-05:00,paywall_view,iPhone,snm4rlo3l,14154,2025-12-18
ef7ce47ya,c00058,2025-12-18T11:03:42-05:00,paywall_view,browser,sdcdk7jp5,20464,2025-12-18
ef3821vza,c00121,2025-12-18 04:38:12,error,ios,,168171,2025-12-18
ewsn6tbup,c00056,2025-12-18T10:52:19-05:00,login,iPhone,swth8moxs,274775,2025-12-18
ev73qr4ub,c00092,bad-ts,feature_use,AND,,44678,2025-12-18
e9ipb4w0g,c00189,2025-12-18 10:52:28,error,android,sxvu4lgi2,36190,2025-12-18
em8039qkb,c00113,2025-12-18 08:27:02,,AND,s4aov6ga3,135257,2025-12-18
etw12iz8d,c00011,2025-12-18T13:48:37-05:00,login,iPhone,ssizzfj34,4135,2025-12-18
e81jxvh11,c00027,2025-12-18T07:41:54-05:00,feature_use,web,s8ojwd8s8,25661,2025-12-18
e0nkypw82,c00102,2025-12-18 13:49:41,paywall_view,ios,se46z9t8f,135549,2025-12-18
eem1l71eb,c00155,2025-12-18T16:46:59-05:00,,,,217668,2025-12-18
espy5jmtn,c00168,2025-12-17T23:11:09-05:00,FEATURE_USE,iPhone,s1z6qtuyt,48881,2025-12-18
el5tn3ltd,c00175,2025-12-17T23:10:38-05:00,FEATURE_USE,browser,s0geghp5o,199660,2025-12-18
e3bfneshr,c00074,2025-12-18 19:01:41,,android,svi7bf068,125157,2025-12-18
e3d1g8kpi,c00082,2025-12-17T21:06:07-05:00,Logout,browser,suzoan8sg,36277,2025-12-18
e4f4r72se,c00115,bad-ts,Logout,,sd3tpk3eh,8777,2025-12-18
eoi4fpy80,c00023,2025-12-18T08:57:27-05:00,,android,sxjr9zz1d,187666,2025-12-18
e8bg5k75e,c00139,2025-12-18 14:34:07,Logout,iPhone,sol7f7op5,55207,2025-12-18
e1wejpk1d,c00070,2025-12-18T13:52:20-05:00,,ios,s6n3kc5wl,58459,2025-12-18
exbay9sp2,c00000,2025-12-18 12:28:01,,,s5yc5vaa4,91225,2025-12-18
es24c9y2p,c00046,2025-12-18 16:18:32,,,s9lh1jhg6,136415,2025-12-18
eb3hwsyby,c00097,2025-12-18 21:47:13,error,android,,234257,2025-12-18
eaamg1rx5,unknown_c00178,2025-12-18 13:55:50,,browser,s9ygcsykd,262118,2025-12-18
ecvmzufag,c00198,bad-ts,,,ssghk4jfq,11527,2025-12-18
ehlixym1r,c00070,2025-12-18 07:04:34,error,browser,,138683,2025-12-18
eg8nehzvg,c00106,bad-ts,,,sxb0w3h55,40163,2025-12-18
e6m23rcd9,c00155,2025-12-18 09:20:14,error,android,s21w9stff,43852,2025-12-18
ey5a9alnb,c00176,2025-12-18 23:48:57,,ios,sxuj70ehc,110619,2025-12-18
e78we4y92,c00015,2025-12-18T11:09:57-05:00,,,s1hcrxgqc,106841,2025-12-18
eb4iu3xh5,c00177,2025-12-18T00:23:24-05:00,paywall_view,,sm9hxhq3z,258714,2025-12-18
e2c7lrltk,c00175,2025-12-18 05:27:40,paywall_view,,s26c9vm2k,10189,2025-12-18
e7r9ao776,c00056,2025-12-18 16:47:50,,,saepuw3er,12815,2025-12-18
e797vjow0,c00177,2025-12-18 07:15:39,,web,sq24wkyg8,213611,2025-12-18
e7dph3qjz,c00054,2025-12-18T11:36:59-05:00,feature_use,AND,shb4xioet,178256,2025-12-18
ezm6o5ghu,c00005,2025-12-18 12:23:33,Logout,AND,,202357,2025-12-18
e9l1ru7ft,c00139,2025-12-18 00:37:59,error,,sjxxcn0ft,86962,2025-12-18
erkru5hts,unknown_c00032,2025-12-18 18:52:19,,,sls20d7ln,29222,2025-12-18
ep9l9e9zd,c00163,2025-12-17T23:00:37-05:00,login,,sa1em2349,24192,2025-12-18
e2d6ynkg9,c00004,2025-12-18 16:43:22,,AND,s64uv7c1u,63633,2025-12-18
e2d6ynkg9,c00004,2025-12-18 16:43:22,,AND,s64uv7c1u,63633,2025-12-18
eth1j5nx0,c00105,2025-12-17T19:58:51-05:00,paywall_view,web,,234298,2025-12-18
exd4xrswi,c00129,2025-12-18T04:32:55-05:00,login,ios,s42dvh0z0,10107,2025-12-18
emiik3wzx,c00194,bad-ts,FEATURE_USE,android,sfngqxwdh,141468,2025-12-18
eoc6eahim,c00033,2025-12-18T09:18:24-05:00,feature_use,,sc7wfa7k4,373228,2025-12-18
e22noas1k,c00119,2025-12-18T04:47:45-05:00,Logout,iPhone,sy5g54hxa,87998,2025-12-18
eh2wbsrkt,c00052,2025-12-18T04:41:06-05:00,,,staqr552y,14041,2025-12-18
e1vio7olk,c00025,bad-ts,Logout,,,30315,2025-12-18
ewpgw6qmd,c00084,2025-12-18 19:41:01,login,android,so0eyp8g5,94871,2025-12-18
e739p6o4y,c00083,2025-12-18T10:43:44-05:00,Logout,,sv4oszkl4,296123,2025-12-18
ediwgk1hu,c00154,2025-12-18 11:25:37,login,AND,s5cse5j7u,95187,2025-12-18
e9yu46eez,c00165,2025-12-18 10:26:41,Logout,iPhone,sf2yhjapl,110058,2025-12-18
e17df6ysa,c00194,2025-12-18 20:10:55,FEATURE_USE,android,s0wmobj4p,302128,2025-12-18
eky308moj,c00131,bad-ts,FEATURE_USE,,sldkrg7gb,668557,2025-12-18
ervq04fs0,c00196,2025-12-18T16:46:48-05:00,error,ios,swpf2yrud,148628,2025-12-18
ea6f0kjmo,c00087,2025-12-18 11:30:02,,browser,skdfimgca,-8079,2025-12-18
ez2y5z389,c00090,2025-12-18 17:16:53,,ios,smmjfebid,13361,2025-12-18
ekewgqxrw,c00008,bad-ts,login,,szusgx6sf,42623,2025-12-18
etno7zb5i,c00116,2025-12-18 18:40:29,Logout,,s4tj4m03z,51879,2025-12-18
ez5dv5dpj,c00196,2025-12-18 19:38:45,,ios,s102antac,55460,2025-12-18
e8np65khf,c00113,2025-12-17T23:24:28-05:00,error,browser,sbiffhx5v,83437,2025-12-18
e3bbrp3fx,c00183,2025-12-18 07:08:17,,browser,sphnihjkc,69477,2025-12-18
etd3m9hyi,c00144,2025-12-18 23:53:45,Logout,,sdlc29dhl,340126,2025-12-18
evwho0q97,c00064,2025-12-18 05:07:46,feature_use,web,,58997,2025-12-18
e9m6y4hit,c00150,2025-12-18T03:25:33-05:00,,iPhone,,234526,2025-12-18
